name,url,price,price_type,rating,rating_count,vendor
Logitech HD Webcam C270,https://google.com/url?q=https://equipements.kalyzee.com/products/logitech-c270-webcam%3Fvariant%3D49222616908106%26country%3DFR%26currency%3DEUR%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic%26srsltid%3DAfmBOoo-GtOEP9GkxMD9CCpKV5SvXxLWh6OjgVF_Y_EmI_yvvkLrbCR6sec&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAi9AQ&usg=AOvVaw2FrOjxGb9FVsWzGJlZPn6T,31.99,€,4.5,33255,Kalyzée
Logitech Brio Ultra HD Pro Business Webcam 4096 x 2160 pixels USB 3.2 Gen 1 (3.1 Gen 1) Noir,https://google.com/url?q=http://www.dominodisplay.com/fr/smart-solutions/accessoires-de-collaboration/webcam-business-brio-logitech&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjBAQ&usg=AOvVaw2fMiBsjV6UgNC0mSA1K-5Q,270.0,€,4.5,2101,Dominodisplay
Logitech BCC950 Noir,https://google.com/url?q=https://greatecno.com/fr/webcams/97414-webcam-logitech-bcc950-conferencecam-1920x1080-telecommande-cable-usb-2-4m-noir-6920377901882.html%3Fcountry%3Dfr%26srsltid%3DAfmBOopIiLUI3Zx5JRCyd1Q03nqvyjPDuYxSLtYYvbOOX7PWO9j8ch5ZPfU&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjFAQ&usg=AOvVaw1Sr6jAt6hdBQAguDvmcUT5,133.21,€,4.5,597,GreaTecno
Logitech Webcam C505e,https://google.com/url?q=https://chipset.fr/boutique/peripheriques-pc/webcam/logitech-hd-webcam-c505e-960-001372/%3Fsrsltid%3DAfmBOooWJRWZGKioKchPIcvBcep1Up7y5w9tjJ--rBy2tzaLNn4_kZ4LyBA&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjJAQ&usg=AOvVaw0lsHKF6WyJwm_Kn9nvKoub,34.72,€,4.5,155,Chipset.fr
Logitech HD Pro Webcam C920,https://google.com/url?q=https://www.integration-reseaux.com/Prix/Webcam-Logitech-C920-24504.html%3Futm_source%3Dgoogle%26utm_medium%3Dcomparateur%26utm_campaign%3Dshopping&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjNAQ&usg=AOvVaw3c7eUFCNnZLpgZcNPLFfwH,98.93,€,4.5,9989,Integration-Reseaux
Trust Webcam Tanor Noir,https://google.com/url?q=https://www.electrodepot.fr/webcam-trust-fhd-tanor.html%3Fsrsltid%3DAfmBOooAl9cPVSUSnZJPC1ZYxDjcMJm9GBGg8riZf13hlfVytHB2lrXavKA&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjRAQ&usg=AOvVaw0wJza0vCo24l7y91sqd5gJ,24.95,€,5.0,7,Electro Dépôt
Webcam Krom NXKROMKAM Full HD - 30 FPS,https://google.com/url?q=https://habitium.com/fr/webcams/761928-webcam-a-resolution-full-hd-avec-microphone-et-finition-noire-krom.html%3Fland%3D%26srsltid%3DAfmBOopubH8bXYJSbsMk769C8FqEI_Bdfh7dzcYjz5vBomJks4ofgx3fNKI&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjVAQ&usg=AOvVaw2-85sHOQOS3OBIakOVaESV,36.95,€,4.5,154,Habitium
Logitech C920e - Webcam,https://google.com/url?q=https://www.eibabo.fr/logitech/webcam-usb-hd-30-fps-professionnelle-accessoire-pour-l-electronique-grand-public-logitech-c92...-eb18730629%3Futm_source%3DPortals%26utm_medium%3DCPC%26utm_campaign%3Deibabo-FR_GoogleShopping_FR&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjZAQ&usg=AOvVaw2ibDBdPr2NMrCnqRroMReM,78.14,€,4.5,447,eibabo.fr
Logitech C310 HD Webcam,https://google.com/url?q=https://www.conrad.fr/fr/p/webcam-hd-1280-x-720-pixel-logitech-c310-pied-de-support-support-a-pince-973987.html%3Fexperience%3Db2c%26utm_source%3Dgoogle%26utm_medium%3Dsurfaces%26utm_campaign%3Dshopping-feed%26utm_content%3Dfree-google-shopping-clicks%26utm_term%3D973987&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjdAQ&usg=AOvVaw1vdh1djr8ZTrEP8YXCuo22,28.99,€,4.5,2266,Conrad.fr
Razer Kiyo Pro Ultra - 4K Streaming Webcam with DSLR Video,https://google.com/url?q=https://www.razer.com/fr-fr/streaming-cameras/Razer-Kiyo-Pro-Ultra/RZ19-04420100-R3M1%3Fsrsltid%3DAfmBOoqzIlZI6kCPWd54mnOL3FlwuZwWUdyGdhRp4uOkKpLD64RlLNJ3iM0&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjhAQ&usg=AOvVaw2CJlx_lmxPlQQntm0prQ7y,349.99,€,5.0,4,Razer.com
Microsoft Modern Webcam,https://google.com/url?q=https://www.lambda-tek.com/Microsoft-8L3-00005-shFR/B45766481%26origin%3DgbaseFR16.10%3Fsrsltid%3DAfmBOoreLgCFEY-w9zNk8oWoUGDMZTPUEAmYJKCq6ZWJPSNTfyXOgcSMJgA&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjlAQ&usg=AOvVaw00OMzRxpVV41D1v1dnFGy3,103.37,€,4.5,70,LambdaTek
Logitech C270 HD Webcam,https://google.com/url?q=https://e.leclerc/fp/5099206064201&opi=95576897&sa=U&ved=0ahUKEwiQrYXzkaiNAxVddaQEHX1gALE4KBCwPAjpAQ&usg=AOvVaw36PWi_fnJbSM0-eJ-bY944,24.41,€,4.5,33255,E.Leclerc
Logitech C920s Pro HD Webcam,https://google.com/url?q=https://www.boulanger.com/ref/1125733%3Fseo-free-listing%3D1&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAidAQ&usg=AOvVaw19M8rTdOasm831myT0pm75,69.99,€,4.5,9745,Boulanger
"Logitech Brio 300 Webcam, Blanc",https://google.com/url?q=https://www.cdiscount.com/informatique/clavier-souris-webcam/webcam-logitech-brio-300-full-hd-avec-confidential/f-1070208-log5099206104945.html&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAihAQ&usg=AOvVaw2wEOl0Hl4DXVJI3-TbM-4s,47.49,€,4.5,688,cdiscount.com
Razer Kiyo Pro USB Camera with High-Performance Adaptive Light Sensor - Uncompressed 1080p 60 FPS - HDR-Enabled at 30 FPS,https://google.com/url?q=https://www.galaxus.fr/fr/s1/product/razer-kiyo-pro-2-mpx-webcam-14952405%3Futm_campaign%3Dorganicshopping%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_content%3D2705624%26supplier%3D2705624&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAilAQ&usg=AOvVaw1kx99v_2ib45tZsNZi8GjI,119.04,€,4.5,768,Galaxus
Logitech Webcam Brio 300 Full HD en Blanc Cassé,https://google.com/url?q=https://www.shoppydeals.fr/logitech-brio-300-full-hd-webcam-off-white-960-001442-logitech-shoppydeals-fr/&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAipAQ&usg=AOvVaw1d-v03as6B_dyVaJ_cY8yx,64.2,€,4.5,688,Shoppydeals UK - ShoppyDeals France
Obsbot Tiny SE Webcam 1080P 100FPS 60PFS Full HD Webcam Equipped with Ai Automatic Tracking CMOS HDR PHASE difference Detection AF Filter Processing,https://google.com/url?q=https://www.joom.com/fr/products/67ab097162296b0115a09aa5%3Fcurrency%3DEUR%26utm_productid%3D67ab097162296b0115a09aa5%26utm_feed%3Dweb%26utm_hash%3D76d53af5cab35d3d2bd5b0c17f451072%26variant_id%3D67ab097162296b5115a09aa7%26gsAttrs%3DeyJyZWdpb24iOiJGUiIsICJzcGVjaWFsUHJpY2VVc2VkIjpmYWxzZX0g%26exp_price%3DMjMwLjAg%26utm_audienceid%3Dadvertising_web_gg_2d&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAitAQ&usg=AOvVaw0vJ99i91OBEgF2QqqUJKjO,230.0,€,5.0,3,Joom
HP Webcam FHD 320,https://google.com/url?q=https://www.rueducommerce.fr/p/m24074015513.html&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAixAQ&usg=AOvVaw1CWzDKAlDpGAJGz9mscgn3,46.53,€,4.5,165,Rue du Commerce Marketplace
UGREEN Webcam HD CM678 Gray,https://google.com/url?q=https://www.ubuy.fr/fr/product/FHOHS0NDA-ugreen-hd-webcam-with-microphone-2-mics-clear-stereo-audio-1080p-30fps-web-camera-plug-and-play-85-view-usb-hd-video-webcam-for-live%3Fsrsltid%3DAfmBOorsJ8aa1lpxLqKuA1gH_XmJuJ0i5Ir3S6BoVzYNi0BLukYyQkCzo34&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAi1AQ&usg=AOvVaw0e0QwuFBUvzwYBYN78PE7M,45.0,€,5.0,245,Ubuy
Logitech Brio 500 Webcam Graphite,https://google.com/url?q=https://www.galerieslafayette.com/p/webcam%2Bbrio%2B500%2Bhd%2Bgraphite-logitech/300417138554/4100&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAi5AQ&usg=AOvVaw0MMQ1tHnbfe1X90vnQCZB-,109.99,€,4.5,830,Galeries Lafayette
"Razer Kiyo X, Webcam",https://google.com/url?q=https://www.pccomponentes.fr/razer-kiyo-x-webcam-21-mp-1920-x-1080-pixels-usb-20-noir%3Fsrsltid%3DAfmBOoqElHwUZT3nqp3Emjl0BrzkBHj6E1TrHmjKrEpSef-ClBiOzya8TaQ&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAi9AQ&usg=AOvVaw1zAa915GeSBQuKM4IVWcOg,53.49,€,4.5,506,PcComponentes FR
Webcam Trust TW-350 4K,https://google.com/url?q=https://www.carrefour.fr/p/webcam-trust-tw-350/-enfoque-autom%25C3%25A1tico/-3840-x-2160-4k-uhd-8713439244229%3Fs%3D3158&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjBAQ&usg=AOvVaw3bpARXzSvldjR9oOkrpMSo,91.0,€,4.5,2,Carrefour
Logitech Brio Stream 4K Webcam,https://google.com/url?q=https://www.visunext.fr/p/logitech-brio-960-001194-webcam-1000007220/%3Fsrsltid%3DAfmBOoqcFfL3Pyw0hg45SlhVVgSQMPgIukeErnTeTWMG2H6RkJNRy9oomVk&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjFAQ&usg=AOvVaw28-9EJc01TVmlQGUdBnRsa,169.99,€,4.5,318,visunext.fr
Port Designs Webcam HD 1080,https://google.com/url?q=https://www.cultura.com/p-port-connect-camera-webcam-full-hd-1080p-microphone-usb-a-usb-c-10450342.html&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjJAQ&usg=AOvVaw25hYh1-JlWMqT8O0Ad1qSr,35.3,€,4.0,66,Cultura.com
Razer Kiyo Webcam,https://google.com/url?q=https://www.boostboxx.com/fr/razer-kiyo-webcam.html&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjNAQ&usg=AOvVaw1SoKxiuy089WEjDs4eTKsz,69.9,€,4.5,2027,BoostBoxx
Microsoft LifeCam Studio for Business - Webcam,https://google.com/url?q=https://teclab-boutique.fr/products/copie-de-webcam-urbanfactory-full-hd%3Fvariant%3D40889555779628%26country%3DFR%26currency%3DEUR%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjRAQ&usg=AOvVaw2OY7KZJb_-OPpmBCvWlUP8,79.9,€,4.5,628,Teclab
Microsoft LifeCam Cinema - Webcam,https://google.com/url?q=https://www.pop-informatique.com/Prix/LifeCam-Cinema-1133863.html%3Futm_source%3Dgoogle%26utm_medium%3Dcomparateur%26utm_campaign%3Dshopping&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjVAQ&usg=AOvVaw0i24f4xrTxhpjIzIuAxDc3,155.9,€,4.5,889,Pop-Informatique
Asus C3 - Webcam,https://google.com/url?q=https://www.getgoods.com/fr-fr/index.php%3Fmp%3Dproducts%26file%3Dinfo%26ref%3D43%26products_model%3DY388492%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dfpla%26dciso%3DFR%26language%3Dfr%26srsltid%3DAfmBOoqjJ3q_wjWHAHvuvVFqm5AS626SHVokW3YjhsVruFmkobNguE6Df-U&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjZAQ&usg=AOvVaw0Cqr9m7JAzchVlU2ZrF4fC,47.99,€,4.5,476,getgoods FR
Logitech Hébergement BRIO Webcam,https://google.com/url?q=https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_cam_puis_ref_est_in10103003.html%23gshop&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjdAQ&usg=AOvVaw1xHTVawvsEzNQb-pePvyx7,169.99,€,4.5,2101,Top Achat
Webcam JVCU360-N,https://google.com/url?q=https://fr.shopping.rakuten.com/offer/buy/9919726115/j5create-jvcu360-webcam-a-360-resolution-de-capture-video-1080p-blanc-et-noir.html%3Ffbbaid%3D16473438024%26t%3D180112%26csp&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjhAQ&usg=AOvVaw2J7HBpvDoMuePXOOgJqSQ4,152.88,€,4.5,18,Rakuten - rarewaves-uk
Webcam avec Microphone intégré - 1280 x 720 - HD,https://google.com/url?q=https://www.conforama.fr/tv-son-multimedia/peripheriques-et-accessoires/accessoires-pc-tablette/tracer-hd-web008-webcam-1280x720p-usb-2-0-noir-trakam46732/p/M35577639%3Fsrsltid%3DAfmBOoo0CmMidANPnxCMFr6aiFN3QyhYQ2gGXS09cP94nikzEoGqoEDyDdQ&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBCwPAjlAQ&usg=AOvVaw1jmHNNqnLJiCEckJ3GmnjB,26.65,€,4.5,96,Conforama
"eMeet Webcam 4K 3-en-1, Webcam C980 Pro 4K avec 4 Microphones anTibruit et 2 Haut-parleurs, Grand Angle 60°-98°, Mise au Point Fixe, Camera PC",https://google.com/url?q=https://www.amazon.fr/eMeet-C980-Microphones-Haut-parleurs-Individuels/dp/B0DCZ77GWH%3Fsource%3Dps-sl-shoppingads-lpcontext%26ref_%3Dfplfs%26psc%3D1%26smid%3DA3ECWO480W6PQZ&opi=95576897&sa=U&ved=0ahUKEwiOxNnzkaiNAxXVTaQEHe92MuM4FBDZKQjpAQ&usg=AOvVaw2AShJxONKKqN-RkNEdLHEC,99.99,€,4.5,89,Amazon.fr - Seller
Microsoft LifeCam Studio pour les Entreprises,https://google.com/url?q=https://www.backmarket.fr/fr-fr/p/webcam-microsoft-lifecam-studio/658cd653-662f-4701-b1b5-f80e41900345%3Fshopping%3Dgmc&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAidAQ&usg=AOvVaw261YBIYacYfCka3F7mMW9H,49.0,€,4.5,628,à neuf) chez Back Market
AVerMedia Live Streamer PW513 Webcam,https://google.com/url?q=https://www.laredoute.fr/ppdp/prod-602028537.aspx%3Fdim1%3D1999%26dim2%3D1999%26docid%3D00000000000001%26srsltid%3DAfmBOorBKdVN0zG4LJwqS6KIeOaM4_wbRJrSt1Ax-l1ZTAc5Mk2NIxdakGU&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAiiAQ&usg=AOvVaw0Mbj4xNQJ73aii4PMgID88,150.99,€,4.5,75,La Redoute
Logitech Webcam Brio 100 Full HD en Blanc Cassé,https://google.com/url?q=https://www.logitech.com/fr-fr/products/webcams/brio-100-webcam.960-001617.html&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAimAQ&usg=AOvVaw0mJbTmbRR78c893B9P6mSv,49.99,€,4.5,2481,Logitech
Logitech C525 HD Webcam,https://google.com/url?q=https://www.ebay.fr/itm/187123817885%3Fchn%3Dps%26mkevt%3D1%26mkcid%3D28%26google_free_listing_action%3Dview_item&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAiqAQ&usg=AOvVaw0IZmsKICIadH8G3AwmIfpD,424.33,€,4.5,1082,eBay - rarewaves-europe
Logitech Reach Webcam 1920 x 1080 pixels USB-C Graphite,https://google.com/url?q=https://hellorse.fr/produits/5099206124783%3Fsrsltid%3DAfmBOoos1gtDJN1_B5NfXQvrvVqSmNFDroP6pSrPfy-PFXRU_bdXjGSyV2Q&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAiuAQ&usg=AOvVaw0-rwidG-6xH214vbOdsZ7o,394.8,€,4.5,3,hello RSE
"Webcam OBSBOT Tiny 2 4K avec contrôle vocal PTZ, suivi AI multi-mode et mise au point automatique, caméra Web avec capteur 1/1,5"", contrôle gestuel,",https://google.com/url?q=https://www.kentfaith.fr/GW41.0137_webcam-obsbot-tiny-2-4k-avec-contr%25C3%25B4le-vocal-ptz-suivi-ai-multi-mode-et-mise-au-point-automatique-cam%3Fsrsltid%3DAfmBOor8qsY-lgi66fAQySbZU_U4yiFFtDWdGWsTPx4z-dFkqNqkxWjCyXc&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAiyAQ&usg=AOvVaw2Y-OufRlKcoBvIeLz_ayo-,329.99,€,5.0,66,K&F Concept FR
Logitech StreamCam - Webcam,https://google.com/url?q=https://www.pixmania.com/fr/fr/logitech-streamcam-58620.html%3Foid%3D144818%26srsltid%3DAfmBOooIQPhTr9Fv4TDIKXealmKRwNaXcMukJpDuQsRdjv9ORP0NXMuNMts&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAi1AQ&usg=AOvVaw0vUzIbpKoiZtBufaDXj8Te,116.36,€,4.5,1494,Pixmania
Creative Live! Cam Sync 4K - Webcam 4K UHD avec compensation de contre-jour,https://google.com/url?q=https://fr.creative.com/p/webcams/creative-live-cam-sync-4k%23buy&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAi5AQ&usg=AOvVaw3sMChSEA87tjRY9sJ69iOu,59.99,€,4.5,102,Creative Labs
Logitech HD Webcam C270,https://google.com/url?q=https://equipements.kalyzee.com/products/logitech-c270-webcam%3Fvariant%3D49222616908106%26country%3DFR%26currency%3DEUR%26utm_medium%3Dproduct_sync%26utm_source%3Dgoogle%26utm_content%3Dsag_organic%26utm_campaign%3Dsag_organic%26srsltid%3DAfmBOooCuyhcX-iuG96k10jIIikGtWkTGRiSo_HIen9RHFmnRPTTKPPt0nI&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAi9AQ&usg=AOvVaw3qvbN_6VcOrPe0twD16xiX,31.99,€,4.5,33255,Kalyzée
Logitech Brio Ultra HD Pro Business Webcam 4096 x 2160 pixels USB 3.2 Gen 1 (3.1 Gen 1) Noir,https://google.com/url?q=http://www.dominodisplay.com/fr/smart-solutions/accessoires-de-collaboration/webcam-business-brio-logitech&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjBAQ&usg=AOvVaw3CpNAC7sgXKzNZN3_3Iz4R,270.0,€,4.5,2101,Dominodisplay
Logitech BCC950 Noir,https://google.com/url?q=https://greatecno.com/fr/webcams/97414-webcam-logitech-bcc950-conferencecam-1920x1080-telecommande-cable-usb-2-4m-noir-6920377901882.html%3Fcountry%3Dfr%26srsltid%3DAfmBOorLf6geW1n-ewz1ufyGV23HLKMzyFfrpcYVCc7Xkl0a8nUVvh_-JfY&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjFAQ&usg=AOvVaw0GyB11D7CagOxTrPOcAOVl,133.21,€,4.5,597,GreaTecno
Logitech Webcam C505e,https://google.com/url?q=https://chipset.fr/boutique/peripheriques-pc/webcam/logitech-hd-webcam-c505e-960-001372/%3Fsrsltid%3DAfmBOooTwt1VXxn5OxKBydIwAtPqRCZG4X24f4nE1nKEgEXv5jbV49SFAyI&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjJAQ&usg=AOvVaw1T5AI0O8qZqTgTtrGNjMNy,34.72,€,4.5,155,Chipset.fr
Logitech HD Pro Webcam C920,https://google.com/url?q=https://www.integration-reseaux.com/Prix/Webcam-Logitech-C920-24504.html%3Futm_source%3Dgoogle%26utm_medium%3Dcomparateur%26utm_campaign%3Dshopping&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjNAQ&usg=AOvVaw2JddKwWKEMLS25K1Njvb_6,98.93,€,4.5,9989,Integration-Reseaux
Trust Webcam Tanor Noir,https://google.com/url?q=https://www.electrodepot.fr/webcam-trust-fhd-tanor.html%3Fsrsltid%3DAfmBOopBnuLa2_B7ZZCUu-MQwum-axna_mqOnRI6fGYAYdldfUIfhH23zBc&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjRAQ&usg=AOvVaw3oktip6fkMCmJBHRQPxpyg,24.95,€,5.0,7,Electro Dépôt
Webcam Krom NXKROMKAM Full HD - 30 FPS,https://google.com/url?q=https://habitium.com/fr/webcams/761928-webcam-a-resolution-full-hd-avec-microphone-et-finition-noire-krom.html%3Fland%3D%26srsltid%3DAfmBOopGLH--v2Y8_vtGHSRbSA2dKjBs1lNOkEXkXIuyBUrEhdzdCATN1JE&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjVAQ&usg=AOvVaw2zqbMU_uHE0lZ-xV2PLvMF,36.95,€,4.5,154,Habitium
Logitech C920e - Webcam,https://google.com/url?q=https://www.eibabo.fr/logitech/webcam-usb-hd-30-fps-professionnelle-accessoire-pour-l-electronique-grand-public-logitech-c92...-eb18730629%3Futm_source%3DPortals%26utm_medium%3DCPC%26utm_campaign%3Deibabo-FR_GoogleShopping_FR&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjZAQ&usg=AOvVaw3fN2pWqnw-buYQzkNfhKcz,78.14,€,4.5,447,eibabo.fr
Logitech C310 HD Webcam,https://google.com/url?q=https://www.conrad.fr/fr/p/webcam-hd-1280-x-720-pixel-logitech-c310-pied-de-support-support-a-pince-973987.html%3Fexperience%3Db2c%26utm_source%3Dgoogle%26utm_medium%3Dsurfaces%26utm_campaign%3Dshopping-feed%26utm_content%3Dfree-google-shopping-clicks%26utm_term%3D973987&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjdAQ&usg=AOvVaw2nIFLRHdSbaWvp3XoTbuk1,28.99,€,4.5,2266,Conrad.fr
Razer Kiyo Pro Ultra - 4K Streaming Webcam with DSLR Video,https://google.com/url?q=https://www.razer.com/fr-fr/streaming-cameras/Razer-Kiyo-Pro-Ultra/RZ19-04420100-R3M1%3Fsrsltid%3DAfmBOoqm7uL8f3TLGfLGtFSbE-ekpspxvqaez11j37Se0yBkjP7px2dwmsw&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjhAQ&usg=AOvVaw3aTvp29QJRQXFVNSKlJJ_h,349.99,€,5.0,4,Razer.com
Microsoft Modern Webcam,https://google.com/url?q=https://www.lambda-tek.com/Microsoft-8L3-00005-shFR/B45766481%26origin%3DgbaseFR16.10%3Fsrsltid%3DAfmBOoqsWhPXllG4z67YauXEDBiiOFmnIQXhlJGpLyG7FvJylPYCbHYza6w&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjlAQ&usg=AOvVaw0Q3fcoWpg2B7vlUT21YVOO,103.37,€,4.5,70,LambdaTek
Logitech C270 HD Webcam,https://google.com/url?q=https://e.leclerc/fp/5099206064201&opi=95576897&sa=U&ved=0ahUKEwjk9qz0kaiNAxVAU6QEHasOH1M4KBCwPAjpAQ&usg=AOvVaw077J-ZdcjESdgCSWnGckO5,24.41,€,4.5,33255,E.Leclerc
Logitech C920s Pro HD Webcam,https://google.com/url?q=https://www.boulanger.com/ref/1125733%3Fseo-free-listing%3D1&opi=95576897&sa=U&ved=0ahUKEwiK04X1kaiNAxX0SaQEHaMmH5g4FBCwPAidAQ&usg=AOvVaw29i5SobTksoCm0dykNrgEA,69.99,€,4.5,9745,Boulanger
"Logitech Brio 300 Webcam, Blanc",https://google.com/url?q=https://www.cdiscount.com/informatique/clavier-souris-webcam/webcam-logitech-brio-300-full-hd-avec-confidential/f-1070208-log5099206104945.html&opi=95576897&sa=U&ved=0ahUKEwiK04X1kaiNAxX0SaQEHaMmH5g4FBCwPAihAQ&usg=AOvVaw1dbIKwYkf1VUEwSs9eL8qT,47.49,€,4.5,688,cdiscount.com
Razer Kiyo Pro USB Camera with High-Performance Adaptive Light Sensor - Uncompressed 1080p 60 FPS - HDR-Enabled at 30 FPS,https://google.com/url?q=https://www.galaxus.fr/fr/s1/product/razer-kiyo-pro-2-mpx-webcam-14952405%3Futm_campaign%3Dorganicshopping%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_content%3D2705624%26supplier%3D2705624&opi=95576897&sa=U&ved=0ahUKEwiK04X1kaiNAxX0SaQEHaMmH5g4FBCwPAilAQ&usg=AOvVaw1xulLJQMA_dpcubXfVuqFe,119.04,€,4.5,768,Galaxus
Logitech Webcam Brio 300 Full HD en Blanc Cassé,https://google.com/url?q=https://www.shoppydeals.fr/logitech-brio-300-full-hd-webcam-off-white-960-001442-logitech-shoppydeals-fr/&opi=95576897&sa=U&ved=0ahUKEwiK04X1kaiNAxX0SaQEHaMmH5g4FBCwPAipAQ&usg=AOvVaw1cyDWOvH2LofNEWkbzvMW3,64.2,€,4.5,688,Shoppydeals UK - ShoppyDeals France
